lead1,lead2,lead3
4171061,4198956,4207514
4175106,4198123,4202513
4171691,4199687,4207487
4169317,4200875,4211078
4169425,4200231,4210401
4171005,4198975,4207579
4175174,4198021,4202338
4171803,4199503,4207172
4169619,4200292,4210254
4171288,4197817,4206081
4174082,4194900,4200335
4175062,4198272,4202692
4171584,4199822,4207727
4169133,4200935,4211356
4169230,4200357,4210675
4176844,4197526,4200245
4175271,4198042,4202292
4171741,4199384,4207138
4169481,4200015,4210069
4169491,4199620,4209687
4178326,4193707,4194860
4176638,4194205,4197114
4172126,4198375,4205795
4169264,4200326,4210610
4169231,4200123,4210359
4176856,4197699,4200364
4175216,4198263,4202516
4171671,4199730,4207513
4169333,4200409,4210572
4169390,4199940,4210082
4176816,4197453,4200224
4175234,4197971,4202279
4172037,4199112,4206618
4171294,4197866,4206112
4172500,4195815,4202817
4176526,4197615,4200621
4174938,4198117,4202653
4171532,4199386,4207374
4169257,4199944,4210254
4169289,4199602,4209916
4176579,4197351,4200233
4175052,4197912,4202240
4171751,4199408,4207055
4169449,4200135,4210123
4177049,4194239,4196712
4178539,4193631,4194614
4175721,4196809,4200501
4171543,4199004,4206861
4169176,4200018,4210280
4175532,4198305,4202272
4176843,4197643,4200232
4175254,4197903,4202046
4171969,4198695,4206185
4169622,4199601,4209511
4175666,4198050,4201850
4177032,4197392,4199798
4175651,4197456,4201211
4173962,4196334,4201764
4172834,4195603,4202234
4175482,4198206,4202206
4176966,4197561,4200088
4175317,4197870,4202059
4171851,4198726,4206401
4169633,4199631,4209551
4175653,4197896,4201763
4176867,4197217,4199839
4175222,4197498,4201721
4171931,4198284,4205805
4169691,4199130,4208922
4176996,4194070,4196594
4176971,4196268,4198790
4174929,4197785,4202263
4171622,4198664,4206460
4172800,4198765,4205544
4175554,4197664,4201640
4176837,4196900,4199552
4175412,4196730,4200779
4172019,4197808,4205260
4173235,4198592,4204910
4175684,4197516,4201347
4177106,4196486,4198858
4177105,4194150,4196451
4174977,4193653,4198103
4172828,4198929,4205623
4175246,4197835,4202097
4176461,4197110,4200148
4175031,4196955,4201346
4171816,4197987,4205612
4173098,4198860,4205270
4175419,4197860,4201865
4176639,4197133,4199863
4175481,4196929,4200775
4172390,4197995,4205008
4174661,4195289,4200135
4175759,4196747,4200476
4176350,4197240,4200314
4175138,4197066,4201361
4172129,4198015,4205373
4173022,4198772,4205239
4175317,4197746,4201928
4176445,4196999,4199994
4175035,4196774,4201124
4171144,4199562,4207921
4173352,4198550,4204764
4175782,4197144,4200935
4178299,4193841,4195028
4177879,4192015,4193563
4170659,4199913,4208844
4172869,4198907,4205613
4175104,4197762,4202193
4176395,4196575,4199660
4175045,4196612,4201026
4170937,4199785,4208314
4173112,4198789,4205169
4175319,4197630,4201793
4176531,4196345,4199240
4175025,4196393,4200769
4172553,4196224,4203170
4173332,4197501,4203695
4175108,4197539,4201961
4176405,4196395,4199473
4175055,4196445,4200788
4170969,4199663,4208209
4173032,4198688,4205187
4175251,4197539,4201775
4176507,4196371,4199242
4169308,4200359,4210526
4171033,4199686,4208139
4173489,4198292,4204307
4177177,4194527,4196816
4179224,4191643,4191896
4169202,4200927,4211179
4170917,4200150,4208670
4173043,4198848,4205309
4175435,4197007,4201059
4176581,4196108,4198939
4169429,4200808,4210866
4171153,4200010,4208394
4173290,4198858,4205125
4175631,4197187,4201086
4176750,4196177,4198918
4171290,4197582,4205773
4171537,4199059,4207034
4173043,4198928,4205396
4175389,4197275,4201309
4176530,4196196,4199072
4169614,4200721,4210606
4171251,4199978,4208186
4173273,4198838,4205028
4175625,4197076,4200904
4176686,4196112,4198851
4170006,4200367,4209927
4171761,4199292,4207082
4174794,4196115,4200839
4177905,4192823,4194423
4169782,4200792,4210495
4170277,4200577,4209765
4171801,4199702,4207366
4173771,4198192,4203852
4175706,4196845,4200573
4170054,4200488,4209963
4170550,4200296,4209284
4171973,4199461,4206990
4173819,4197926,4203590
4175729,4196566,4200308
4171365,4197279,4205380
4170486,4199300,4208307
4171580,4199400,4207303
4173568,4197986,4203860
4175510,4196544,4200474
4169532,4200274,4210174
4170205,4200023,4209323
4171748,4199125,4206907
4173730,4197589,4203305
4175679,4196336,4200060
4169529,4200136,4210048
4170238,4199671,4208925
4172782,4196882,4203572
4175819,4193514,4197135
4176983,4193932,4196417
4169595,4200637,4210499
4169945,4200435,4209964
4171503,4199531,4207501
4173659,4197929,4203741
4171545,4199454,4207256
4169728,4200357,4210059
4170169,4199968,4209297
4171950,4198599,4206128
4173977,4197376,4202849
4172963,4196108,4202570
4169961,4199566,4209050
4169972,4200287,4209784
4171850,4198858,4206523
4173776,4197498,4203250
4171430,4199501,4207522
4169764,4200241,4209936
4170279,4199831,4209064
4172021,4198445,4205910
4173913,4197119,4202656
4171505,4199203,4207194
4170093,4199755,4209207
4171691,4197573,4205401
4174479,4194382,4199408
4175494,4194687,4198735
4171387,4199725,4207786
4169819,4200519,4210140
4170371,4200199,4209276
4172105,4198779,4206182
4173994,4197429,4202980
4171687,4199714,4207521
4170175,4200524,4209884
4170743,4200152,4208899
4172473,4198730,4205756
4176207,4194539,4197820
4172130,4198660,4205986
4170028,4200616,4210033
4170683,4199637,4208464
4172292,4198299,4205544
4174299,4198441,4203568
4171572,4199686,4207529
4169964,4200276,4209787
4170613,4199371,4208278
4172046,4198220,4205697
4174263,4198263,4203355
4171749,4199230,4206829
4171448,4197932,4205930
4173252,4195491,4201702
4173596,4196052,4201904
4173978,4198272,4203671
4171257,4199582,4207706
4169550,4200248,4210093
4170245,4199363,4208543
4171752,4198218,4205881
4174099,4198053,4203346
4171326,4199319,4207400
4169603,4199966,4209827
4170303,4199098,4208242
4171866,4197861,4205419
4174410,4197207,4202241
4171154,4199796,4208042
4169601,4200508,4210339
4170201,4199514,4208779
4175501,4197725,4201694
4174060,4198272,4203651
4171350,4199363,4207489
4169925,4199500,4209037
4170451,4198882,4207898
4175580,4197684,4201517
4174380,4197917,4202913
4172753,4197260,4203819
4172580,4195841,4202615
4172108,4196729,4204039
4175467,4197785,4201731
4174100,4198293,4203498
4171362,4199491,4207512
4169808,4199763,4209419
4170308,4199066,4208210
4176078,4197558,4200809
4174585,4198093,4202825
4171630,4199369,4207088
4169917,4199675,4209165
4170258,4199095,4208206
4176863,4196510,4199089
4174629,4198328,4203057
4171338,4199709,4207719
4169453,4200139,4210070
4175355,4197902,4202079
4176538,4197393,4200269
4174849,4197734,4202262
4171737,4198515,4206178
4169614,4199335,4209137
4175628,4197921,4201821
4177006,4197159,4199594
4176332,4195592,4198654
4174383,4194707,4199776
4171281,4197293,4205446
4175723,4197940,4201703
4176937,4197336,4199814
4175166,4197815,4202007
4171723,4198775,4206451
4169372,4199643,4209720
4175920,4197750,4201275
4177224,4197179,4199322
4175330,4197653,4201665
4171720,4198619,4206255
4169310,4199566,4209686
4176669,4196550,4199478
4177281,4197364,4199611
4175243,4197894,4202121
4171470,4198951,4206952
4168826,4200001,4210715
4176281,4197678,4200880
4177568,4197006,4198893
4175469,4197486,4201417
4171542,4198522,4206387
4173183,4198747,4205101
4176554,4197133,4200058
4178795,4194184,4194832
4178022,4192268,4193674
4173163,4195581,4201843
4172967,4199163,4205770
4176415,4197706,4200831
4177723,4196807,4198560
4175628,4196774,4200554
4171323,4198263,4206333
4172975,4198807,4205399
4176515,4197273,4200251
4177842,4196408,4197979
4175642,4196410,4200131
4171276,4197833,4205917
4173254,4197786,4204023
4176264,4197268,4200504
4177661,4196506,4198292
4175487,4196606,4200466
4171116,4198232,4206457
4173002,4198782,4205322
4176730,4197250,4200033
4178069,4196403,4197813
4175979,4196500,4199957
4171596,4197984,4205869
4173155,4198438,4204748
4177713,4194781,4196477
4179792,4192156,4191775
4177038,4194122,4196525
4169049,4200623,4211061
4173157,4198795,4205178
4176910,4197101,4199703
4178405,4195671,4196707
4176050,4195920,4199284
4169094,4200361,4210754
4173189,4198550,4204830
4176993,4196831,4199253
4178511,4195462,4196375
4176308,4195734,4198807
4169610,4199297,4209085
4172976,4198615,4205069
4176956,4196993,4199419
4178514,4195653,4196440
4176088,4195983,4199150
4169288,4200294,4210483
4173501,4198603,4204619
4177407,4196947,4199020
4178928,4195589,4196042
4176401,4195881,4198776
4169461,4199986,4209974
4174575,4196231,4201113
4179149,4192547,4192861
4180076,4192932,4192329
4176638,4195700,4198493
4169126,4200408,4210743
4173306,4198574,4204755
4177215,4196825,4199095
4178745,4195392,4196065
4166927,4201598,4214164
4169372,4200350,4210440
4173644,4198299,4204156
4177676,4195988,4197814
4179026,4194942,4195301
4167478,4200600,4212548
4169026,4200530,4210951
4173278,4198622,4204834
4177451,4196392,4198406
4178899,4195348,4195801
4166738,4201584,4214231
4169274,4200190,4210373
4173511,4198204,4204212
4177519,4196026,4197984
4179001,4194920,4195386
4167306,4201382,4213545
4170776,4198245,4206971
4175888,4194309,4197956
4179334,4193614,4193802
4179231,4195144,4195346
4167039,4202002,4214338
4169646,4200669,4210459
4173799,4198780,4204466
4177856,4196596,4198205
4167705,4201506,4213207
4167528,4201653,4213531
4170046,4200199,4209569
4174311,4197768,4202868
4178105,4195739,4197075
4167971,4200705,4212236
4167149,4201838,4214110
4169717,4200392,4210116
4174028,4197968,4203455
4177794,4196054,4197740
4167620,4201369,4213203
4167382,4201549,4213604
4169837,4200127,4209738
4174060,4197693,4203154
4177708,4195690,4197503
4167957,4200653,4212179
4168919,4199009,4209543
4172141,4196063,4203344
4175182,4195099,4199365
4177582,4195471,4197331
4167643,4201327,4213115
4167427,4201494,4213502
4169869,4200173,4209744
4174054,4197859,4203275
4177637,4195962,4197822
4167819,4201217,4212813
4167606,4201336,4213178
4170021,4200048,4209511
4174124,4197724,4203102
4171603,4198626,4206444
4167941,4201514,4213011
4167720,4201507,4213265
4170284,4199643,4208866
4174200,4197560,4202874
4171196,4199703,4207962
4168185,4201317,4212608
4168070,4201263,4212660
4170612,4199403,4208291
4174364,4197402,4202617
4171555,4199391,4207259
4169695,4199257,4209030
4170553,4197628,4206568
4171991,4197192,4204765
4174213,4197274,4202628
4171278,4199580,4207774
4168347,4201055,4212204
4168217,4200979,4212229
4170560,4199188,4208083
4174056,4197175,4202618
4171477,4199288,4207220
4168625,4200762,4211576
4168462,4200774,4211720
4170951,4198970,4207476
4175112,4196053,4200396
4171239,4199622,4207805
4168459,4201152,4212161
4168414,4201062,4212146
4170913,4199258,4207858
4175529,4197623,4201363
4171484,4199365,4207209
4168818,4200555,4211208
4168942,4199919,4210467
4170991,4198462,4206928
4175798,4197233,4200822
4172713,4197187,4203809
4170994,4196760,4205142
4170487,4197462,4206419
4171226,4198189,4206523
4175401,4197616,4201710
4171343,4199335,4207495
4168735,4200518,4211319
4168857,4199925,4210545
4171035,4198477,4206907
4175397,4197682,4201756
4171425,4199416,4207421
4168882,4200562,4211133
4169112,4199897,4210200
4171856,4197430,4205005
4175046,4197979,4202298
4171173,4199635,4207878
4168696,4200699,4211506
4168909,4199996,4210570
4170986,4198470,4206947
4174983,4197661,4202064
4171020,4199254,4207666
4168607,4200335,4211227
4169015,4199692,4210132
4177581,4196659,4198539
4176513,4195374,4198276
4173466,4195385,4201405
4170421,4197846,4206953
4169381,4199332,4209454
4177146,4197103,4199406
4175171,4197810,4202023
4171550,4199267,4207089
4169430,4199762,4209789
4169539,4199280,4209255
4177003,4196902,4199280
4175120,4197590,4201826
4171659,4199027,4206785
4169647,4199511,4209368
4170587,4198064,4207000
4176786,4197142,4199748
4174841,4197855,4202336
4171397,4199284,4207224
4169398,4199818,4209774
4169637,4199378,4209083
4176847,4197093,4199685
4174986,4197785,4202207
4171473,4199223,4207154
4169598,4199637,4209497
4176108,4197140,4200590
4178052,4194644,4196065
4176924,4193433,4195971
4172519,4196437,4203431
4169602,4199160,4209099
4175795,4197627,4201384
4176802,4197072,4199749
4174912,4197534,4202036
4171694,4198366,4206099
4169761,4198999,4208731
4175707,4197388,4201186
4176749,4196956,4199675
4174997,4197447,4201918
4171886,4198227,4205822
4170684,4197948,4206781
4175438,4197512,4201614
4176470,4197053,4200088
4174731,4197493,4202191
4171656,4198250,4206030
4169759,4198856,4208527
4175557,4197485,4201423
4176491,4196990,4199917
4174742,4197408,4202077
4171682,4198171,4205940
4169863,4198778,4208389
4176558,4195084,4198010
4177934,4192990,4194498
4175204,4195718,4200005
4171593,4198411,4206322
4173335,4198515,4204726
4175755,4197505,4201245
4176722,4196846,4199544
4175107,4196742,4200984
4171971,4197868,4205288
4173349,4198410,4204586
4175640,4197440,4201306
4176628,4196818,4199681
4175147,4196720,4200989
4172711,4196866,4203600
4173124,4198665,4205119
4175446,4197716,4201796
4176417,4197156,4200202
4174934,4197078,4201564
4171895,4198016,4205611
4173244,4198654,4204997
4175631,4197639,4201593
4176600,4197006,4199903
4174966,4196946,4201409
4171736,4198074,4205757
4174678,4196386,4201128
4177332,4193735,4195859
4177242,4195292,4197531
4174960,4197171,4201635
4171605,4198436,4206278
4173280,4198679,4204939
4175533,4197599,4201583
4176431,4196970,4199978
4174921,4196930,4201393
4171397,4199435,4207505
4173500,4198403,4204396
4175581,4197257,4201140
4176597,4196062,4198861
4175632,4195230,4198935
4170330,4199554,4208724
4172718,4198567,4205383
4175339,4197424,4201585
4176488,4196262,4199167
4175009,4196474,4200821
4171385,4199560,4207605
4173530,4198607,4204492
4175670,4197483,4201222
4176668,4196350,4199066
4174942,4196552,4200957
4172621,4197348,4204127
4175327,4194696,4198802
4176532,4195541,4198458
4176624,4196397,4199133
4175001,4196794,4201138
4171557,4199657,4207570
4173517,4198624,4204597
4175634,4197471,4201316
4176610,4196356,4199187
4175093,4196443,4200744
4171613,4199260,4207131
4173597,4198332,4204261
4175622,4197360,4201190
4177222,4195394,4197551
4170231,4200419,4209637
4171777,4199612,4207328
4173542,4198480,4204470
4175602,4196863,4200720
4176440,4196067,4199025
4171158,4199906,4208200
4172380,4199277,4206373
4173617,4198490,4204331
4175356,4197103,4201201
4176158,4196284,4199564
4171731,4197873,4205632
4173878,4195518,4201108
4174094,4196613,4202036
4174944,4197138,4201707
4175707,4196464,4200188
4170955,4200012,4208515
4172098,4199388,4206682
4173257,4198500,4204627
4174868,4197012,4201552
4175531,4196246,4200063
4170933,4199771,4208325
4172158,4199097,4206418
4173358,4198275,4204396
4175482,4195978,4199954
4169992,4200281,4209710
4170817,4199980,4208558
4172091,4199196,4206515
4173627,4197846,4203648
4175267,4196598,4200782
4169590,4200316,4210089
4170665,4200016,4208773
4172229,4199161,4206344
4174054,4197690,4202993
4175969,4196381,4199763
4170984,4198510,4206951
4172089,4196789,4204145
4172474,4197774,4204778
4173911,4197695,4203245
4176042,4196354,4199764
4169519,4200512,4210398
4170194,4200386,4209586
4171837,4199460,4207016
4174126,4197726,4202999
4176314,4196360,4199477
4169454,4200636,4210728
4169843,4200408,4210069
4171626,4199362,4207234
4174670,4196696,4201492
4178354,4192556,4193633
4169007,4200936,4211367
4169431,4200756,4210786
4171296,4199726,4207903
4173888,4197887,4203479
4171008,4199580,4207985
4168879,4200627,4211239
4169178,4200375,4210677
4171175,4198824,4207153
4173715,4197228,4203051
4172499,4197496,4204421
4170971,4197369,4205868
4170011,4198832,4208320
4171114,4198658,4207068
4173575,4197152,4203052
4170803,4199400,4208073
4168542,4200513,4211452
4168812,4200268,4210955
4170902,4198689,4207293
4173637,4196986,4202849
4170952,4199336,4207839
4168656,4200491,4211322
4169000,4200212,4210733
4171918,4197586,4205252
4176267,4193406,4196667
4170671,4199711,4208463
4168384,4200921,4212009
4168564,4200729,4211702
4170756,4199042,4207842
4173634,4197263,4203195
4170856,4199629,4208327
4168530,4200858,4211896
4168771,4200565,4211311
4170950,4198846,4207377
4175735,4195568,4199260
4172874,4195780,4202416
4169618,4198805,4208762
4168993,4199892,4210484
4171012,4198588,4207141
4174493,4197864,4202785
4170829,4199591,4208214
4168484,4200584,4211587
4168963,4199863,4210346
4171168,4198437,4206757
4174690,4197848,4202609
4171015,4199507,4207996
4168652,4200490,4211407
4169830,4198790,4208508
4173671,4194911,4200758
4174431,4197912,4202982
4170746,4199588,4208406
4168528,4200664,4211727
4169000,4199966,4210505
4171008,4198464,4206977
4174556,4197738,4202702
4170878,4199432,4208069
4168582,4200482,4211438
4169082,4199812,4210291
4171169,4198426,4206808
4176370,4194016,4197113
4171596,4197754,4205689
4168435,4200745,4211881
4168939,4200104,4210730
4176420,4197255,4200391
4174432,4198009,4203160
4171003,4199537,4208076
4169166,4200022,4210413
4169621,4199523,4209458
4176366,4197254,4200428
4174428,4198009,4203053
4171104,4199457,4207890
4169958,4199146,4208768
4172289,4196311,4203610
4175989,4197387,4200995
4174072,4198116,4203562
4170757,4199511,4208299
4169072,4199929,4210401
4169606,4199265,4209177
4175832,4197198,4200810
4174036,4197854,4203226
4170807,4199165,4207811
4169208,4199463,4209719
4169795,4198836,4208531
4177060,4193354,4195760
4174383,4196176,4201278
4170768,4199423,4208150
4169308,4199901,4210081
4174742,4197718,4202451
4175577,4197330,4201152
4174001,4197780,4203166
4171213,4198478,4206713
4169786,4198919,4208600
4174714,4197772,4202544
4175530,4197389,4201326
4174064,4197781,4203177
4172114,4197659,4204988
4172713,4195665,4202389
4174424,4197824,4202954
4175252,4197547,4201723
4173773,4198054,4203591
4171281,4198665,4206720
4170135,4198786,4208081
4174502,4197861,4202839
4175130,4197513,4201809
4173739,4197948,4203637
4171370,4198494,4206560
4170433,4198557,4207589
4175877,4193769,4197461
4175380,4195610,4199808
4173298,4198090,4204345
4171150,4198872,4207233
4170637,4198771,4207642
4173904,4198147,4203755
4174264,4197933,4203101
4173074,4198360,4204688
4171286,4198701,4206812
4173241,4198608,4204878
4174024,4198287,4203695
4174402,4197989,4202982
4174184,4196965,4202184
4174221,4195171,4200387
4172442,4199040,4206053
4173246,4198690,4204900
4173822,4198412,4204014
4173193,4198296,4204537
4171656,4198661,4206412
4173349,4198890,4204879
4173639,4198656,4204384
4173787,4198337,4203994
4173081,4198144,4204475
4171913,4198437,4205956
4175007,4194857,4199270
4174063,4196837,4202259
4173450,4198528,4204504
4172813,4198562,4205128
4171800,4198791,4206413
4173257,4198971,4205166
4172722,4199137,4205895
4172647,4199037,4205879
4172060,4198736,4206142
4171451,4198591,4206596
4173134,4198649,4204962
4172614,4198815,4205732
4173075,4197849,4204263
4174274,4195129,4200300
4175104,4198079,4202350
4173272,4198644,4204766
4172512,4198839,4205795
4172836,4198232,4204821
4172901,4197901,4204437
4176448,4197431,4200425
4174261,4197983,4203138
4173034,4198212,4204614
4173149,4197609,4203904
4173139,4197463,4203781
4178055,4193096,4194324
4174632,4195776,4200518
4172611,4198162,4204907
4172862,4197793,4204318
4172809,4197643,4204291
4176645,4197007,4199790
4173813,4197808,4203406
4172374,4198207,4205285
4172483,4197683,4204642
4172595,4197421,4204304
4176571,4196952,4199760
4173943,4197702,4203139
4173165,4197258,4203521
4174644,4194267,4199080
4174447,4194142,4199159
4176512,4197112,4199961
4173556,4197893,4203666
4172114,4198364,4205664
4172332,4197820,4204977
4177078,4197139,4199543
4176675,4196892,4199643
4173762,4197525,4203161
4172336,4197515,4204593
4172343,4197289,4204407
4178519,4193187,4194186
4177107,4195054,4197468
4173397,4197838,4203906
4172081,4197965,4205417
4172000,4197659,4205201
4176878,4197457,4200094
4176332,4197288,4200391
4173332,4198051,4204137
4171970,4198039,4205538
4171871,4197683,4205338
4176769,4197280,4199962
4176278,4197114,4200172
4173917,4197063,4202496
4173992,4194643,4200077
4173606,4194590,4200461
4176673,4197485,4200335
4176086,4197350,4200774
4173187,4198032,4204316
4171806,4197924,4205625
4174215,4198456,4203817
4176797,4197289,4199978
4176324,4196939,4200044
4173448,4197234,4203193
4171721,4197419,4205104
4175624,4194709,4198629
4177355,4195576,4197803
4176237,4197190,4200365
4173426,4197650,4203565
4172002,4197811,4205244
4174319,4198763,4204015
4176965,4197526,4200078
4176267,4197308,4200473
4173459,4197576,4203525
4171741,4197785,4205500
4173905,4198607,4204188
4176685,4197405,4200201
4176711,4196260,4198988
4175569,4194081,4197917
4173823,4194641,4200263
4173842,4198816,4204546
4176578,4197660,4200616
4175967,4197404,4200871
4172827,4197659,4204232
4171217,4197838,4206115
4173834,4198619,4204341
4176768,4197413,4200155
4176179,4197217,4200502
4173146,4197604,4203927
4173354,4196008,4202186
4174966,4196835,4201447
4176745,4197274,4200144
4176171,4196692,4200063
4173403,4197140,4203302
4170776,4199796,4208646
4173976,4198705,4204320
4176755,4197368,4200115
4176197,4196521,4199787
4173287,4196965,4203147
4171078,4199694,4208105
4173976,4198627,4204178
4177036,4196345,4198784
4178225,4192889,4194078
4175214,4193651,4197843
4170737,4199939,4208617
4173619,4198955,4204801
4176229,4197683,4200924
4175747,4196829,4200507
4172902,4197168,4203678
4170968,4199753,4208282
4173954,4198834,4204368
4176701,4197575,4200310
4176159,4196783,4199982
4173323,4197194,4203246
4172192,4197806,4204997
4173630,4198844,4204638
4176017,4197800,4201154
4175725,4196924,4200524
4170955,4199624,4208063
4171696,4199605,4207393
4174124,4198504,4203913
4176398,4196706,4199759
4175725,4196127,4199791
4170483,4199566,4208492
4170912,4199500,4208041
4173999,4197444,4202916
4178052,4193042,4194341
4177441,4192705,4194590
4170403,4199994,4208992
4171357,4199969,4208051
4173702,4198887,4204642
4175930,4197128,4200591
4175339,4196571,4200555
4170423,4199675,4208706
4171431,4199634,4207718
4174003,4198523,4204077
4176342,4196846,4199999
4175660,4196466,4200231
4171539,4197791,4205662
4171244,4199635,4207878
4173524,4198789,4204759
4176062,4196995,4200361
4175660,4196416,4200123
4170834,4199732,4208374
4171604,4199691,4207571
4174000,4198591,4204128
4176234,4196900,4200122
4170446,4199354,4208404
4170404,4199603,4208669
4171564,4198586,4206520
4175994,4194338,4197836
4178417,4192779,4193856
4170901,4199738,4208296
4171117,4199801,4208206
4171624,4199634,4207537
4174126,4198003,4203432
4176408,4196430,4199530
4170507,4199492,4208498
4170898,4199737,4208320
4171739,4199571,4207304
4174451,4197898,4202962
4176524,4196365,4199292
4171746,4197663,4205406
4170775,4199747,4208447
4171301,4199828,4207974
4174049,4198106,4203567
4176423,4196591,4199641
4170750,4199815,4208500
4171045,4199878,4208281
4171734,4199667,4207385
4174220,4198005,4203259
4170867,4199140,4207797
4170662,4199207,4208141
4171122,4198485,4206980
4173805,4195340,4201108
4176482,4193798,4196882
4170411,4199627,4208732
4170861,4199639,4208305
4171066,4199635,4208121
4171620,4198965,4206886
4174055,4197504,4203015
4170169,4199468,4208708
4170136,4199631,4208940
4170366,4199662,4208764
4171601,4198910,4206785
4174491,4197460,4202462
4171565,4197950,4205887
4170920,4199576,4208195
4170915,4199706,4208317
4171641,4198952,4206817
4174370,4197489,4202623
4170133,4199471,4208765
4170283,4199445,4208637
4170528,4199288,4208242
4171398,4198478,4206544
4174177,4197071,4202410
4171306,4199117,4207303
4171656,4198516,4206363
4172857,4196255,4202922
4173706,4195733,4201526
4172293,4198952,4206080
4171205,4199459,4207710
4171380,4199316,4207415
4171542,4198760,4206688
4171990,4198307,4205824
4172354,4198472,4205509
4170837,4199045,4207618
4170768,4198980,4207650
4171187,4198378,4206679
4171973,4197806,4205373
4173394,4196626,4202770
4171316,4199135,4207355
4171299,4199251,4207440
4171458,4198677,4206711
4171899,4198192,4205788
4172465,4198678,4205726
4171513,4199146,4207180
4171700,4199006,4206832
4171858,4198462,4206079
4172336,4198003,4205194
4172485,4198445,4205409
4171941,4198030,4205584
4173212,4195583,4201852
4173168,4195276,4201586
4172073,4197248,4204655
4172360,4198711,4205782
4171369,4199184,4207251
4171509,4199051,4207005
4171612,4198469,4206364
4175008,4197792,4202241
4172558,4198599,4205526
4171581,4198922,4206861
4171768,4198305,4206066
4171658,4198015,4205872
4175581,4195688,4199601
4172178,4198648,4205878
4171113,4199190,4207513
4171322,4198521,4206670
4171243,4198209,4206465
4174652,4197989,4202828
4176889,4197613,4200153
4173406,4198744,4204772
4171813,4199476,4207141
4171965,4200141,4207679
4172966,4199282,4205856
4174280,4197668,4202885
4172568,4200953,4207813
4170889,4201503,4210052
4170950,4201409,4209921
4171470,4200783,4208827
4172569,4200092,4207084
4172690,4200306,4207053
4171454,4200769,4208851
4171415,4200646,4208768
4171685,4200105,4207952
4177091,4195521,4197817
4173694,4196793,4202521
4171324,4199626,4207762
4171454,4199584,4207578
4171723,4199262,4206996
4175613,4198542,4202357
4172728,4199526,4206217
4171217,4199918,4208157
4171047,4199259,4207648
4171078,4198870,4207178
4175332,4197968,4202107
4172415,4198897,4205912
4171306,4199102,4207244
4172744,4196687,4203421
4173894,4194783,4200326
4175233,4198097,4202254
4172139,4199146,4206384
4170677,4199621,4208363
4170788,4199046,4207706
4171031,4198587,4207017
4175132,4197968,4202167
4172386,4198897,4205826
4170939,4199348,4207779
4170847,4198772,4207306
4177704,4194249,4195801
4176543,4194454,4197265
4172534,4197959,4204796
4170833,4198714,4207279
4170944,4198350,4206845
4176204,4197830,4201098
4175342,4197779,4201833
4172062,4198621,4205919
4170762,4198552,4207199
4170941,4198249,4206761
4176125,4197763,4201090
4175205,4197724,4201894
4172559,4198236,4205050
4172971,4196207,4202610
4174055,4194246,4199577
4176233,4197960,4201218
4175130,4198024,4202265
4171893,4198892,4206404
4170853,4198757,4207418
4171094,4198405,4206850
4176079,4197869,4201195
4175335,4197811,4201797
4172568,4198622,4205418
4171187,4198527,4206818
4171025,4198290,4206742
4177632,4194303,4196249
4175420,4197104,4201177
4172142,4198977,4206279
4171001,4198846,4207343
4173900,4199028,4204610
4176442,4197783,4200827
4175500,4197599,4201508
4172406,4197909,4204882
4171006,4198005,4206497
4174087,4198627,4204153
4176259,4197566,4200839
4175494,4197242,4201186
4174174,4195750,4201028
4174169,4194060,4199412
4174053,4198947,4204505
4176423,4197785,4200931
4175201,4197683,4202003
4172227,4198011,4205335
4170980,4198140,4206754
4174040,4198782,4204418
4176374,4197667,4200883
4175543,4197523,4201439
4172679,4197828,4204596
4171121,4197974,4206399
4175696,4195323,4199256
4176697,4196847,4199736
4175236,4197762,4202005
4172391,4198081,4205179
4171097,4198111,4206526
4174134,4198773,4204204
4176561,4197579,4200499
4175430,4197471,4201466
4172303,4197747,4204948
4171572,4199457,4207423
4174185,4198335,4203694
4176495,4196882,4199873
4176945,4194422,4196964
4175371,4193077,4197223
4171114,4199637,4208043
4174069,4198450,4203878
4176181,4197201,4200475
4175087,4196574,4200952
4172118,4197112,4204554
4170708,4199485,4208337
4173726,4198395,4204259
4176355,4197169,4200344
4175711,4196536,4200251
4172627,4197188,4203985
4172802,4196534,4203322
4174292,4197820,4203142
4176302,4197440,4200688
4175586,4196854,4200785
4172629,4197297,4204199
4171186,4199667,4208085
4174156,4198549,4204007
4176504,4197233,4200283
4175517,4196609,4200587
4172520,4197209,4204211
4171255,4199693,4207999
4174241,4198390,4203714
4177273,4195315,4197539
4177581,4192736,4194639
4170041,4199963,4209463
4171066,4199713,4208255
4173980,4198376,4203991
4176287,4196605,4199806
4175492,4196199,4200168
4170176,4199739,4209062
4171082,4199670,4208099
4174017,4198481,4204025
4176521,4196679,4199693
4175450,4196296,4200341
4172146,4196863,4204261
4171622,4199012,4207000
4173911,4198550,4204274
4176394,4196859,4200007
4175599,4196502,4200369
4170603,4199886,4208898
4171452,4199772,4207989
4174202,4198488,4203932
4176566,4196732,4199735
4175671,4196355,4200220
4170083,4199780,4209250
4171129,4199381,4207897
4175202,4196215,4200651
4178554,4192620,4193611
4170509,4199810,4208820
4170493,4199942,4209020
4171408,4199621,4207794
4174480,4197882,4202983
4176783,4196329,4199045
4170590,4199736,4208637
4170823,4199897,4208553
4171674,4199679,4207511
4174523,4197902,4202902
4176662,4196323,4199194
4171909,4196958,4204642
4170340,4199493,4208690
4170868,4200019,4208705
4174277,4198188,4203537
