lead1,lead2,lead3
4173942,4196717,4202215
4171156,4199803,4208095
4173110,4198986,4205344
4174603,4198018,4202868
4174592,4197260,4202033
4171359,4199680,4207683
4171395,4199838,4207885
4173428,4198810,4204873
4175076,4197294,4201652
4174966,4196836,4201267
4171440,4198887,4206895
4171063,4200258,4208657
4173056,4199227,4205656
4174762,4197659,4202323
4174662,4197113,4201807
4171034,4199901,4208217
4171162,4200022,4208246
4173174,4198943,4205177
4174860,4197478,4201925
4174727,4196935,4201528
4171048,4199702,4207998
4171888,4198453,4205975
4174855,4195108,4199714
4175825,4194829,4198499
4174586,4196734,4201587
4170983,4200078,4208555
4171162,4200205,4208518
4173147,4199166,4205524
4174872,4197599,4202244
4174774,4197060,4201750
4171142,4199887,4208308
4171257,4199988,4208305
4173332,4198903,4205125
4175024,4197334,4201785
4172709,4197803,4204604
4171019,4199829,4208321
4171178,4199890,4208215
4173432,4198256,4204312
4175028,4196930,4201378
4172622,4198885,4205740
4171408,4199667,4207739
4171428,4199719,4207787
4173537,4198261,4204197
4175134,4197040,4201364
4172873,4198737,4205254
4172326,4198307,4205484
4173315,4196268,4202497
4174768,4195896,4200661
4175114,4196869,4201228
4172811,4199067,4205710
4171606,4199867,4207714
4171603,4199993,4207876
4173664,4198595,4204424
4175235,4197355,4201610
4173056,4198974,4205373
4171746,4199763,4207468
4171642,4199859,4207695
4173679,4198324,4204126
4175576,4196522,4200410
4172607,4199033,4205913
4171339,4199807,4207937
4171260,4199903,4208111
4173318,4198432,4204583
4173527,4198291,4204243
4172885,4198575,4205125
4171504,4199176,4207130
4171539,4198723,4206711
4173559,4197508,4203531
4173615,4198080,4204007
4173729,4197115,4202943
4173254,4195870,4202092
4172472,4197032,4204051
4173476,4197644,4203742
4173360,4198486,4204606
4172757,4198908,4205600
4171434,4199563,4207600
4171435,4199095,4207145
4173402,4197789,4203880
4173398,4198246,4204281
4172798,4198594,4205226
4171428,4199248,4207327
4171364,4198866,4207048
4173747,4197164,4202954
4173021,4198613,4205103
4172373,4199135,4206251
4171205,4199779,4208124
4171312,4199382,4207634
4173300,4198681,4204840
4173386,4198527,4204597
4172739,4198696,4205435
4171453,4198793,4206907
4171325,4198523,4206812
4173501,4198224,4204295
4174272,4196699,4201975
4174447,4194956,4200026
4172460,4196725,4203801
4171244,4198590,4206913
4173326,4198611,4204801
4173320,4198552,4204696
4172730,4198726,4205454
4171512,4198750,4206757
4171246,4198575,4206879
4173363,4198445,4204602
4173377,4198383,4204491
4172754,4198556,4205278
4171525,4198620,4206606
4171818,4197830,4205553
4173041,4198492,4205027
4173061,4198468,4204998
4172427,4198700,4205842
4171182,4198814,4207183
4171099,4198583,4207012
4173304,4198411,4204603
4173372,4198404,4204480
4172751,4198607,4205318
4171480,4198741,4206754
4173994,4198059,4203548
4174368,4196602,4201690
4175362,4194183,4198351
4174363,4195355,4200565
4171789,4198029,4205822
4173708,4198370,4204157
4173281,4198396,4204604
4173332,4198079,4204247
4172889,4197714,4204325
4171498,4198105,4206189
4173895,4198296,4203908
4177373,4194056,4196126
4176094,4195639,4199054
4174905,4198314,4202901
4173774,4199871,4205560
4171931,4201264,4208786
4171504,4201613,4209574
4173995,4200661,4206099
4174119,4200518,4205803
4173368,4200679,4206732
4171958,4200705,4208202
4171893,4200427,4208014
4174057,4199832,4205215
4174346,4199208,4204329
4174799,4197139,4201827
4173927,4196472,4202039
4174405,4199370,4204482
4173859,4199329,4204985
4173884,4199006,4204623
4173314,4198659,4204822
4172096,4199027,4206464
4174355,4198770,4203904
4173630,4198814,4204686
4173588,4198562,4204448
4173245,4198231,4204435
4172126,4198574,4206001
4175236,4196034,4200372
4173471,4198545,4204609
4173346,4198807,4205011
4173045,4198496,4204984
4171916,4198782,4206397
4174124,4198661,4204058
4173566,4198723,4204662
4173652,4198502,4204364
4173355,4198189,4204367
4172101,4198579,4206043
4174308,4198511,4203724
4174000,4198031,4203546
4175068,4195495,4199958
4174855,4194577,4199299
4174016,4198757,4204317
4174072,4198417,4203873
4173748,4198152,4203905
4174177,4197307,4202663
4173711,4197213,4203064
4174009,4198580,4204076
4174153,4198273,4203607
4173952,4198056,4203611
4174386,4197283,4202406
4173887,4197239,4202868
4174607,4196120,4201079
4173903,4197965,4203624
4173637,4198166,4204093
4174056,4197455,4202922
4173524,4197343,4203342
4173841,4198483,4204127
4173965,4198248,4203761
4173768,4198098,4203852
4174121,4197366,4202770
4173502,4197324,4203340
4174154,4198501,4203886
4174505,4197719,4202710
4175267,4195151,4199413
4175774,4193795,4197634
4173874,4196433,4202140
4174085,4198701,4204202
4174132,4198541,4203952
4173707,4198488,4204392
4173985,4197802,4203416
4172835,4199502,4206226
4174485,4198578,4203623
4174446,4198201,4203260
4174166,4197641,4202970
4174276,4197143,4202371
4174195,4197132,4202482
4174591,4198403,4203352
4174302,4198445,4203677
4173922,4197916,4203489
4173952,4197499,4203052
4172688,4199557,4206406
4174263,4198642,4203872
4174156,4198375,4203705
4173800,4197938,4203619
4173838,4197512,4203168
4172832,4199552,4206321
4174700,4198139,4202955
4175659,4195421,4199218
4175620,4194283,4198181
4174303,4196509,4201754
4172820,4199697,4206442
4174447,4198755,4203809
4174140,4198434,4203768
4173532,4197918,4203856
4173469,4197478,4203484
4172804,4199400,4206154
4174602,4198478,4203385
4174336,4198249,4203419
4173725,4197871,4203650
4171836,4198112,4205836
4172990,4199104,4205693
4174577,4198462,4203415
4174580,4197736,4202652
4173872,4197546,4203199
4170945,4200211,4208779
4173105,4199264,4205699
4174720,4198215,4202942
4174719,4197511,4202192
4174052,4197279,4202727
4171103,4200052,4208462
4173464,4198585,4204608
4176247,4195061,4198319
4176588,4193368,4196337
4174249,4195823,4201157
4170888,4200195,4208821
4173077,4199209,4205666
4174722,4198158,4202973
4174424,4197352,4202454
4173438,4197100,4203209
4170630,4200050,4208910
4173172,4199163,4205514
4175061,4198133,4202565
4174809,4197355,4201989
4173832,4197076,4202754
4171217,4200028,4208420
4173159,4199524,4205897
4174888,4198468,4203012
4174895,4197688,4202192
4171248,4200046,4208257
4171370,4200174,4208322
4173437,4199079,4205189
4175281,4197487,4201700
4175159,4196868,4201171
4171313,4199908,4208098
4171725,4199589,4207389
4175095,4196168,4200607
4177478,4193612,4195691
4175832,4195781,4199452
4171176,4200406,4208681
4171303,4200558,4208797
4173593,4199377,4205357
4175554,4197723,4201673
4175242,4197218,4201392
4171287,4200100,4208356
4171412,4200185,4208343
4173483,4199059,4205133
4175326,4197438,4201652
4175191,4196812,4201164
4170960,4199757,4208373
4170955,4200304,4208893
4173106,4199143,4205566
4174957,4197546,4202024
4172191,4199300,4206497
4171166,4200038,4208283
4171363,4200064,4208129
4173707,4198453,4204161
4175429,4197055,4201028
4172402,4199300,4206351
4171524,4199682,4207605
4172757,4197452,4204171
4175588,4194693,4198564
4175963,4195800,4199245
4172202,4199355,4206605
4171101,4200125,4208450
4171293,4200113,4208221
4173689,4198413,4204168
4175349,4197013,4201109
4172325,4199278,4206405
4171205,4199935,4208162
4171390,4199841,4207887
4173780,4198200,4203877
4175495,4196751,4200692
4172107,4199054,4206350
4170946,4200030,4208521
4171195,4199931,4208246
4173545,4198281,4204233
4175179,4196962,4201251
4172312,4199120,4206298
4171275,4199861,4208111
4171454,4199919,4208029
4173772,4198299,4204080
4173132,4198676,4205037
4172857,4198618,4205251
4172918,4197149,4203681
4173547,4195990,4201916
4174316,4196913,4202125
4172911,4198983,4205608
4172346,4199361,4206474
4171248,4199945,4208154
4171638,4199384,4207256
4173924,4197809,4203444
4173000,4198799,4205241
4172438,4199198,4206192
4171342,4199757,4207876
4171782,4199235,4206948
4174176,4197827,4203115
4172870,4198824,4205429
4172172,4199537,4206871
4171093,4199983,4208401
4171383,4199344,4207455
4173726,4197989,4203758
4173031,4199155,4205485
4172496,4199500,4206326
4171367,4199994,4208003
4171627,4199401,4207233
4173936,4198030,4203596
4173471,4198317,4204312
4173926,4196398,4201940
4172830,4196545,4203202
4171946,4198358,4205947
4173155,4198722,4205006
4173025,4198727,4205211
4172476,4198945,4205980
4171437,4198987,4207118
4171556,4198697,4206687
4173358,4198763,4204824
4173173,4198774,4205052
4172531,4198906,4205871
4171478,4198884,4206916
4171648,4198539,4206376
4173172,4198517,4204788
4172782,4199012,4205661
4172242,4199222,4206432
4171237,4199291,4207517
4171502,4198941,4206946
4173147,4198688,4205000
4173012,4198748,4205162
4172470,4198961,4205842
4171502,4198984,4206834
4171593,4198657,4206453
4173428,4198026,4203993
4174252,4195812,4200987
4174015,4195243,4200729
4172016,4197795,4205284
4171681,4198848,4206720
4173144,4198949,4205384
4172958,4198998,4205613
4172485,4199230,4206264
4171670,4199275,4207105
4174215,4198444,4203694
4173308,4198634,4204815
4173153,4198424,4204784
4172689,4198035,4204833
4171599,4198159,4206062
4174013,4197918,4203432
4172856,4198641,4205319
4172773,4198480,4205232
4172470,4198116,4205143
4171377,4198420,4206558
4174019,4198337,4203775
4173170,4198592,4204889
4173077,4198567,4204983
4172731,4198293,4205076
4171636,4198571,4206446
4174472,4198036,4203093
4174539,4196068,4201045
4174682,4194979,4199816
4173044,4197128,4203623
4171316,4198811,4207005
4174181,4198685,4203989
4173198,4198968,4205276
4173094,4198874,4205301
4172799,4198487,4205188
4174689,4198442,4203299
4174278,4198333,4203507
4173455,4198390,4204341
4173577,4197755,4203608
4173091,4197571,4203951
4174622,4198109,4202966
4173999,4198492,4203940
4173144,4198513,4204883
4173349,4197795,4203953
4172869,4197696,4204311
4174620,4198282,4203188
4174259,4198136,4203354
4173410,4198275,4204374
4173574,4197776,4203710
4173184,4197656,4203996
4174963,4197769,4202260
4175582,4195411,4199237
4174937,4194535,4199102
4173742,4196416,4202182
4172710,4197712,4204496
4174749,4198305,4203062
4174318,4198270,4203417
4173344,4198455,4204556
4173441,4197862,4203862
4172978,4197713,4204243
4174811,4198158,4202955
4174422,4198161,4203259
4173542,4198326,4204310
4173687,4197650,4203567
4173021,4198974,4205521
4174644,4198306,4203265
4174327,4198046,4203288
4173610,4197615,4203537
4173553,4197185,4203127
4173103,4198985,4205463
4174842,4198122,4202836
4174553,4197901,4202811
4173876,4197495,4203060
4173787,4197055,4202756
4173552,4198589,4204554
4176125,4195310,4198646
4175758,4194287,4198028
4173977,4196499,4202059
4173577,4197300,4203232
4173209,4199249,4205671
4174926,4198362,4203035
4174564,4198168,4203097
4173852,4197814,4203449
4173836,4197508,4203207
4173190,4199112,4205516
4174751,4198195,4202976
4174460,4197975,4203030
4173914,4197506,4203115
4174782,4195690,4200476
4172917,4199275,4205981
4174616,4198343,4203266
4174235,4198139,4203356
4173609,4197743,4203612
4171012,4199967,4208530
4173126,4199051,4205544
4174753,4198057,4202904
4174712,4197252,4202106
4173986,4197042,4202601
4171548,4199488,4207576
4174771,4196108,4200954
4176317,4194276,4197591
4174876,4196076,4200817
4173736,4197171,4203025
4170981,4200034,4208685
4173085,4199072,4205619
4174695,4197990,4202886
4174631,4197228,4202089
4173859,4197121,4202777
4171061,4199943,4208407
4173185,4198989,4205326
4174758,4197983,4202684
4174472,4197125,4202050
4174449,4195387,4200451
4170748,4200251,4209060
4172909,4199208,4205880
4174633,4198063,4202991
4174530,4197249,4202290
4173789,4197069,4202885
4170902,4199922,4208620
4172997,4198985,4205646
4174641,4197948,4202953
4174576,4197175,4202155
4171180,4199211,4207599
4172351,4197222,4204444
4174893,4195188,4199948
4175569,4195865,4199916
4174672,4196701,4201571
4170778,4199851,4208665
4171000,4199979,4208581
4173133,4198888,4205342
4174929,4197261,4201916
4174693,4196731,4201621
4170837,4199701,4208433
4170928,4199798,4208508
4173212,4198711,4205151
4175204,4197110,4201456
4175849,4195215,4198883
4170020,4200011,4209607
4170304,4200143,4209476
4172947,4199031,4205710
4175014,4197467,4201989
4174870,4196929,4201548
4171012,4200121,4208661
4171184,4200246,4208646
4173376,4199129,4205334
4175216,4197537,4201873
4172512,4198668,4205716
4172399,4197344,4204454
4172780,4196537,4203269
4173969,4197024,4202645
4175166,4196900,4201294
4172098,4199207,4206603
4170988,4199872,4208409
4171208,4199784,4208162
4173602,4198107,4204102
4175361,4196763,4200964
4172102,4199231,4206629
4170974,4199886,4208416
4171298,4199809,4208056
4173966,4198043,4203646
4176419,4195364,4198452
4171760,4199414,4207232
4170794,4200037,4208829
4171076,4199930,4208455
4173564,4198297,4204295
4175365,4196881,4201031
4171973,4199043,4206643
4170872,4199728,4208376
4171104,4199664,4208045
4173656,4197964,4203807
4175442,4196599,4200662
4173525,4196497,4202462
4172828,4196262,4202871
4171815,4198507,4206193
4173593,4198208,4204160
4173071,4198692,4205169
4172442,4199031,4206110
4171381,4199587,4207728
4171780,4199010,4206753
4174040,4197577,4203064
4173272,4198367,4204531
4172685,4198719,4205453
4171560,4199314,4207218
4171869,4198780,4206407
4174904,4196183,4200752
4172850,4198753,4205325
4172232,4199188,4206378
4171164,4199717,4208009
4171535,4199206,4207142
4173803,4197858,4203589
4172974,4198613,4205147
4172302,4199047,4206225
4171133,4199693,4208042
4171457,4199161,4207167
4173858,4197708,4203353
4173799,4196106,4201770
4173725,4195537,4201330
4171567,4198610,4206531
4171359,4199454,4207577
4173739,4198037,4203805
4172711,4199064,4205925
4172063,4199430,4206900
4171017,4199931,4208448
4171511,4199336,4207406
4173239,4198627,4204853
4172864,4198739,4205368
4172229,4198993,4206269
4171306,4198962,4207242
4172326,4197355,4204585
4172826,4198905,4205585
4172529,4199033,4206065
4171953,4199246,4206833
4171027,4199257,4207741
4171354,4198886,4207068
4173147,4198777,4205130
4172761,4198963,4205693
4172123,4199206,4206575
4171134,4199209,4207572
4171439,4198797,4206886
4174470,4195866,4200896
4174219,4195260,4200588
4172391,4198044,4205201
4170989,4199215,4207753
4171331,4198779,4206965
4173131,4198519,4204880
4172768,4198632,4205363
4172133,4198847,4206209
4171172,4198832,4207149
4171417,4198506,4206626
4173256,4198487,4204668
4172889,4198648,4205182
4172350,4198788,4205866
4172510,4197535,4204496
4174361,4198348,4203443
4173251,4198584,4204784
4172911,4198519,4205074
4172475,4198218,4205195
4171386,4198455,4206549
4174619,4198174,4203067
4173513,4198516,4204513
4173201,4198529,4204815
4172807,4198238,4204911
4171825,4198486,4206150
4176064,4195291,4198737
4175024,4194896,4199386
4173503,4197425,4203404
4172610,4198413,4205283
4171669,4198677,4206540
4174468,4198319,4203331
4173451,4198682,4204707
4173169,4198546,4204872
4172640,4198133,4204983
4171481,4198343,4206411
4174567,4198053,4202890
4173426,4198436,4204383
4173137,4198356,4204666
4173652,4196767,4202639
4174816,4198251,4202891
4174378,4198127,4203167
4173224,4198244,4204462
4173128,4197746,4204115
4172581,4197676,4204628
4174990,4198137,4202635
4174552,4198132,4203021
4173466,4198401,4204358
4173426,4197919,4203912
4172799,4197882,4204515
4176204,4195478,4198676
4176178,4194445,4197733
4174033,4197274,4202758
4173168,4198311,4204612
4172688,4198254,4205061
4175157,4198555,4202913
4174675,4198539,4203306
4173519,4198755,4204657
4173428,4198168,4204191
4172914,4198098,4204680
4175242,4198439,4202624
4174806,4198315,4202877
4173693,4198367,4204119
4174381,4196567,4201668
4175187,4194230,4198516
4174916,4198419,4203020
4174467,4198369,4203347
4173314,4198570,4204690
